region,06.02.2021,05.02.2021,04.02.2021,03.02.2021,02.02.2021,01.02.2021,31.01.2021,30.01.2021,29.01.2021,28.01.2021,27.01.2021,26.01.2021,25.01.2021,24.01.2021,23.01.2021,22.01.2021,21.01.2021,20.01.2021,19.01.2021,18.01.2021,17.01.2021,16.01.2021,15.01.2021,14.01.2021,13.01.2021,12.01.2021,11.01.2021,10.01.2021,09.01.2021,08.01.2021,07.01.2021,06.01.2021,05.01.2021,04.01.2021,03.01.2021,02.01.2021,01.01.2021,31.12.2020,30.12.2020,29.12.2020,28.12.2020,27.12.2020,26.12.2020,25.12.2020,24.12.2020,23.12.2020,22.12.2020,21.12.2020,20.12.2020,19.12.2020,18.12.2020,17.12.2020,16.12.2020,15.12.2020,14.12.2020,13.12.2020,12.12.2020,11.12.2020,10.12.2020,09.12.2020,08.12.2020,07.12.2020,06.12.2020,05.12.2020,04.12.2020,03.12.2020,02.12.2020,01.12.2020,30.11.2020,29.11.2020,28.11.2020,27.11.2020,26.11.2020,25.11.2020,24.11.2020,23.11.2020,22.11.2020,21.11.2020,20.11.2020,19.11.2020,18.11.2020,17.11.2020,16.11.2020,15.11.2020,14.11.2020,13.11.2020,12.11.2020,11.11.2020,10.11.2020,09.11.2020,08.11.2020,07.11.2020,06.11.2020,05.11.2020,04.11.2020,03.11.2020,02.11.2020,01.11.2020,31.10.2020,30.10.2020,29.10.2020,28.10.2020,27.10.2020,26.10.2020,25.10.2020,24.10.2020,23.10.2020,22.10.2020,21.10.2020,20.10.2020,19.10.2020,18.10.2020,17.10.2020,16.10.2020,15.10.2020,14.10.2020,13.10.2020,12.10.2020,11.10.2020,10.10.2020,09.10.2020,08.10.2020,07.10.2020,06.10.2020,05.10.2020,04.10.2020,03.10.2020,02.10.2020,01.10.2020,30.09.2020,29.09.2020,28.09.2020,27.09.2020,26.09.2020,25.09.2020,24.09.2020,23.09.2020,22.09.2020,21.09.2020,20.09.2020,19.09.2020,18.09.2020,17.09.2020,16.09.2020,15.09.2020,14.09.2020,13.09.2020,12.09.2020,11.09.2020,10.09.2020,09.09.2020,08.09.2020,07.09.2020,06.09.2020,05.09.2020,04.09.2020,03.09.2020,02.09.2020,01.09.2020,31.08.2020,30.08.2020,29.08.2020,28.08.2020,27.08.2020,26.08.2020,25.08.2020,24.08.2020,23.08.2020,22.08.2020,21.08.2020,20.08.2020,19.08.2020,18.08.2020,17.08.2020,16.08.2020,15.08.2020,14.08.2020,13.08.2020,12.08.2020,11.08.2020,10.08.2020,09.08.2020,08.08.2020,07.08.2020,06.08.2020,05.08.2020,04.08.2020,03.08.2020,02.08.2020,01.08.2020,31.07.2020,30.07.2020,29.07.2020,28.07.2020,27.07.2020,26.07.2020,25.07.2020,24.07.2020,23.07.2020,22.07.2020,21.07.2020,20.07.2020,19.07.2020,18.07.2020,17.07.2020,16.07.2020,15.07.2020,14.07.2020,13.07.2020,12.07.2020,11.07.2020,10.07.2020,09.07.2020,08.07.2020,07.07.2020,06.07.2020,05.07.2020,04.07.2020,03.07.2020,02.07.2020,01.07.2020,30.06.2020,29.06.2020,28.06.2020,27.06.2020,26.06.2020,25.06.2020,24.06.2020,23.06.2020,22.06.2020,21.06.2020,20.06.2020,19.06.2020,18.06.2020,17.06.2020,16.06.2020,15.06.2020,14.06.2020,13.06.2020,12.06.2020,11.06.2020,10.06.2020,09.06.2020,08.06.2020,07.06.2020,06.06.2020,05.06.2020,04.06.2020,03.06.2020,02.06.2020,01.06.2020,31.05.2020,30.05.2020,29.05.2020,28.05.2020,27.05.2020,26.05.2020,25.05.2020,24.05.2020,23.05.2020,22.05.2020,21.05.2020,20.05.2020,19.05.2020,18.05.2020,17.05.2020,16.05.2020,15.05.2020,14.05.2020,13.05.2020,12.05.2020,11.05.2020,10.05.2020,09.05.2020,08.05.2020,07.05.2020,06.05.2020,05.05.2020,04.05.2020,03.05.2020,02.05.2020,01.05.2020,30.04.2020,29.04.2020,28.04.2020,27.04.2020,26.04.2020,25.04.2020,24.04.2020,23.04.2020,22.04.2020,21.04.2020,20.04.2020,19.04.2020,18.04.2020,17.04.2020,16.04.2020,15.04.2020,14.04.2020,13.04.2020,12.04.2020,11.04.2020,10.04.2020,09.04.2020,08.04.2020,07.04.2020,06.04.2020,05.04.2020,04.04.2020,03.04.2020,02.04.2020,01.04.2020,31.03.2020,30.03.2020,29.03.2020,28.03.2020,27.03.2020,26.03.2020
Ростовская область,65891,65530,65166,64803,64437,64067,63695,63321,62945,62568,62193,61814,61432,61046,60658,60269,59878,59488,59100,58708,58315,57921,57528,57130,56738,56349,55955,55565,55176,54781,54387,53994,53603,53216,52828,52437,52043,51651,51264,50879,50490,50100,49707,49318,48930,48547,48168,47783,47396,47006,46614,46225,45838,45453,45072,44688,44297,43921,43535,43157,42785,42417,42056,41700,41358,41013,40676,40339,40007,39673,39343,39023,38706,38391,38078,37769,37459,37146,36834,36523,36216,35907,35595,35281,34966,34657,34347,34042,33734,33427,33117,32805,32491,32178,31867,31558,31248,30932,30618,30305,29995,29683,29369,29058,28746,28440,28139,27840,27543,27238,26885,26596,26308,26021,25736,25455,25175,24898,24624,24352,24083,23818,23557,23302,23049,22805,22571,22352,22143,21938,21740,21550,21357,21169,20980,20793,20604,20421,20240,20063,19885,19705,19533,19362,19195,19030,18870,18708,18549,18391,18236,18083,17936,17785,17630,17486,17344,17205,17060,16927,16799,16665,16538,16406,16278,16148,16018,15887,15761,15632,15504,15377,15251,15123,14996,14867,14739,14613,14488,14361,14235,14107,13980,13851,13723,13593,13464,13335,13205,13074,12941,12808,12674,12538,12405,12270,12144,12020,11898,11778,11657,11534,11419,11316,11214,11117,11019,10922,10823,10726,10628,10533,10441,10350,10256,10166,10075,9982,9888,9796,9706,9611,9517,9420,9311,9195,9074,8950,8815,8675,8534,8381,8236,8097,7951,7799,7641,7481,7314,7152,6954,6734,6542,6355,6166,5965,5753,5557,5373,5195,4942,4758,4580,4428,4287,4133,3930,3727,3569,3417,3064,2926,2784,2645,2514,2427,2312,2200,2111,2033,1946,1851,1763,1674,1594,1514,1434,1353,1263,1178,1106,1026,943,864,778,714,649,584,533,469,398,346,292,232,197,168,145,104,98,78,52,38,29,24,21,17,9,9,9,9,9,5,5,2,2,2,2,1
Рязанская область,22543,22438,22328,22222,22118,22009,21902,21792,21686,21582,21477,21368,21257,21147,21035,20925,20814,20699,20580,20459,20341,20221,20098,19976,19851,19727,19605,19482,19357,19228,19095,18965,18833,18698,18565,18431,18296,18158,18019,17878,17735,17594,17455,17319,17179,17041,16905,16771,16634,16499,16363,16229,16093,15958,15826,15692,15557,15426,15293,15163,15036,14912,14786,14663,14538,14418,14299,14178,14060,13945,13827,13708,13587,13467,13348,13233,13115,13002,12886,12772,12655,12540,12428,12325,12220,12109,12002,11893,11780,11669,11554,11442,11333,11232,11132,11029,10923,10825,10723,10624,10519,10418,10314,10211,10114,10007,9908,9803,9705,9603,9521,9434,9347,9259,9170,9080,8990,8899,8811,8728,8654,8589,8531,8476,8422,8371,8319,8270,8221,8176,8133,8093,8052,8013,7973,7931,7891,7852,7816,7781,7747,7712,7678,7647,7614,7584,7552,7523,7490,7459,7431,7402,7372,7341,7308,7278,7246,7217,7190,7161,7135,7105,7078,7047,7019,6993,6966,6937,6907,6880,6855,6827,6798,6772,6742,6715,6684,6655,6625,6597,6570,6546,6518,6489,6464,6437,6411,6382,6352,6323,6295,6266,6240,6213,6183,6155,6126,6094,6058,6024,5992,5957,5921,5883,5843,5804,5766,5731,5694,5656,5621,5585,5547,5507,5469,5433,5394,5354,5315,5277,5237,5197,5154,5113,5069,5027,4984,4943,4900,4855,4808,4759,4708,4656,4606,4557,4507,4458,4401,4345,4287,4228,4164,4088,4013,3940,3872,3801,3728,3653,3581,3508,3432,3358,3283,3206,3125,3040,2953,2865,2767,2673,2577,2485,2394,2300,2214,2123,2028,1939,1842,1744,1648,1560,1475,1396,1310,1226,1137,1076,1021,923,880,840,788,687,602,539,475,429,392,316,289,267,225,184,154,116,116,89,71,55,38,32,32,17,17,12,12,6,5,5,5,5,3,2,2,2
Самарская область,42109,41807,41504,41204,40903,40603,40298,39991,39686,39409,39136,38861,38582,38299,38014,37730,37444,37157,36872,36586,36298,36011,35724,35441,35159,34880,34602,34323,34043,33760,33475,33188,32897,32603,32305,32004,31704,31401,31097,30792,30485,30175,29864,29557,29251,28946,28639,28335,28030,27723,27418,27116,26816,26515,26219,25924,25633,25343,25055,24772,24491,24213,23939,23668,23399,23133,22873,22610,22355,22101,21850,21602,21357,21115,20875,20638,20404,20173,19948,19728,19510,19294,19078,18861,18646,18435,18230,18033,17838,17647,17456,17268,17078,16890,16701,16514,16331,16146,15968,15795,15625,15458,15297,15146,14998,14851,14708,14564,14419,14276,14134,13993,13854,13714,13578,13444,13314,13186,13057,12930,12805,12684,12566,12447,12332,12221,12107,11996,11884,11772,11662,11551,11441,11331,11220,11109,10999,10888,10776,10664,10550,10435,10312,10187,10066,9944,9824,9713,9607,9500,9395,9294,9196,9094,8993,8888,8781,8683,8586,8505,8426,8350,8275,8200,8126,8056,7981,7908,7844,7794,7750,7706,7663,7620,7575,7522,7472,7423,7372,7320,7272,7222,7174,7131,7089,7045,7011,6975,6930,6883,6840,6797,6761,6729,6697,6660,6619,6580,6538,6489,6437,6380,6320,6259,6197,6135,6078,6019,5954,5882,5804,5721,5644,5576,5501,5399,5264,5137,5050,4973,4900,4837,4786,4738,4676,4617,4557,4502,4451,4388,4325,4250,4183,4100,4024,3980,3910,3804,3694,3548,3470,3359,3246,3200,3114,3026,2922,2833,2770,2724,2648,2612,2527,2485,2437,2340,2205,2118,2021,1900,1814,1740,1666,1568,1503,1437,1372,1302,1246,1162,1083,1017,951,877,802,743,676,595,578,518,433,392,367,327,272,264,229,209,185,141,115,103,95,79,64,63,50,40,40,29,24,21,20,18,18,17,17,17,17,17,17,15,15,14,14,14,14,12
Санкт-Петербург,343640,342392,340929,339358,337442,335958,334116,331956,329444,327160,325032,323219,321709,319593,316664,313608,310504,307392,304045,300764,297477,294161,290908,287814,284773,281770,279039,276035,273025,270019,267002,263997,260656,257007,253350,249612,245870,242124,238366,234602,230845,227097,223336,219581,215830,212074,208325,204565,200813,197054,193300,189543,185780,182022,178257,174486,170718,166942,163163,159389,155628,151894,148153,144400,140674,136980,133288,129604,125907,122216,118515,114820,111133,107464,104043,100864,97938,95270,92794,90400,88088,85873,83743,81704,79760,77908,76152,74485,72911,71426,70023,68692,67434,66263,65170,64139,63195,62272,61376,60522,59721,58963,58236,57515,56800,56091,55378,54668,53971,53287,52592,51906,51232,50573,49926,49288,48686,48129,47591,47063,46562,46093,45632,45176,44765,44358,43966,43608,43306,43021,42745,42494,42257,42030,41798,41574,41359,41151,40940,40731,40517,40305,40099,39888,39681,39475,39276,39070,38867,38651,38436,38218,38008,37812,37620,37425,37232,37041,36852,36667,36479,36293,36104,35917,35733,35552,35373,35191,35011,34828,34647,34487,34325,34168,34009,33846,33684,33525,33365,33204,33047,32890,32730,32575,32418,32259,32103,31945,31785,31622,31461,31302,31140,30975,30807,30635,30460,30281,30100,29916,29730,29541,29346,29144,28906,28662,28406,28142,27861,27570,27277,26981,26681,26389,26094,25816,25536,25261,24990,24727,24469,24207,23954,23735,23518,23294,23071,22850,22632,22412,22195,21966,21734,21506,21275,21047,20813,20561,20305,20043,19769,19466,19153,18835,18509,18169,17822,17444,17069,16689,16313,15949,15580,15215,14846,14463,14076,13713,13339,12955,12592,12203,11795,11340,10887,10462,10011,9486,8945,8485,8050,7711,7404,6990,6565,6190,5884,5572,5346,5029,4734,4411,4062,3726,3436,3238,3077,2926,2711,2458,2267,1973,1846,1760,1646,1507,1083,929,799,678,557,488,408,373,329,295,226,191,171,156,147,125,98,50,42,37,26,26
Саратовская область,44640,44399,44160,43917,43675,43435,43192,42951,42706,42459,42206,41954,41706,41456,41207,40956,40702,40449,40199,39951,39701,39449,39195,38944,38695,38443,38189,37938,37685,37430,37178,36925,36668,36399,36128,35861,35596,35328,35058,34783,34514,34242,33968,33691,33416,33143,32873,32612,32350,32090,31827,31565,31300,31030,30765,30506,30246,29982,29719,29458,29199,28945,28688,28433,28175,27916,27661,27412,27166,26918,26668,26417,26165,25917,25672,25432,25193,24948,24707,24469,24234,24005,23785,23563,23342,23117,22898,22686,22477,22276,22072,21872,21677,21484,21287,21092,20901,20706,20513,20317,20122,19928,19731,19539,19352,19163,18972,18774,18591,18426,18250,18087,17919,17756,17599,17447,17294,17139,16998,16853,16704,16560,16421,16279,16140,16005,15877,15742,15613,15486,15381,15279,15176,15072,14966,14859,14755,14647,14542,14440,14332,14222,14115,14008,13897,13788,13678,13573,13472,13371,13268,13166,13068,12967,12863,12760,12658,12550,12438,12345,12251,12163,12067,11974,11877,11782,11686,11587,11494,11399,11308,11211,11116,11018,10922,10824,10727,10633,10538,10442,10348,10253,10157,10062,9968,9878,9784,9691,9597,9502,9406,9308,9209,9111,9015,8920,8823,8725,8631,8536,8443,8349,8256,8159,8063,7969,7874,7782,7689,7600,7508,7417,7325,7231,7135,7040,6941,6844,6746,6645,6546,6444,6334,6225,6115,6003,5892,5782,5671,5562,5450,5335,5217,5101,4982,4857,4734,4606,4480,4362,4246,4132,4015,3900,3763,3651,3553,3457,3363,3269,3174,3078,2936,2840,2746,2649,2581,2516,2418,2321,2223,2139,2072,1980,1871,1754,1633,1526,1413,1317,1232,1168,1076,1007,950,876,835,737,659,585,535,487,438,392,359,327,305,265,245,229,190,168,142,114,98,87,70,56,49,44,42,35,34,30,26,25,19,19,19,19,15,15,4,4,2,2,1,1
Сахалинская область,20148,20047,19959,19920,19847,19766,19683,19596,19505,19408,19305,19191,19071,18954,18835,18714,18596,18476,18345,18216,18083,17953,17826,17695,17566,17431,17290,17154,17015,16880,16743,16599,16457,16314,16173,16028,15886,15740,15597,15436,15287,15145,15005,14850,14707,14568,14420,14270,14123,13974,13831,13691,13547,13406,13264,13126,12963,12823,12682,12543,12408,12270,12135,12001,11865,11734,11596,11464,11327,11192,11059,10928,10794,10667,10537,10415,10296,10170,10045,9917,9797,9673,9552,9429,9320,9205,9092,8966,8859,8753,8642,8533,8426,8324,8219,8116,8008,7903,7807,7715,7624,7531,7446,7359,7275,7189,7107,7023,6947,6864,6785,6707,6634,6559,6482,6407,6328,6263,6205,6144,6085,6029,5971,5919,5864,5811,5760,5694,5639,5591,5550,5512,5476,5444,5416,5382,5347,5308,5264,5236,5206,5174,5145,5112,5081,5046,5008,4968,4931,4892,4851,4808,4762,4718,4671,4622,4572,4524,4473,4420,4371,4319,4265,4210,4152,4096,4037,3980,3925,3867,3811,3752,3695,3635,3578,3519,3458,3390,3326,3267,3204,3137,3075,3010,2944,2876,2811,2744,2685,2625,2559,2498,2431,2362,2294,2235,2185,2126,2061,1994,1926,1863,1806,1747,1687,1628,1568,1507,1443,1376,1307,1240,1172,1103,1035,993,953,918,885,853,828,800,771,742,721,702,663,628,567,566,525,495,447,423,394,362,343,330,320,305,264,250,216,204,188,170,160,147,143,133,118,115,101,94,80,76,74,69,68,66,63,59,57,56,50,50,48,45,44,42,41,38,37,37,31,31,29,29,28,26,24,24,23,22,22,21,20,20,20,19,19,19,19,19,19,19,12,12,11,11,11,11,11,11,11,6,6,6,6,5,5,5,4,4,4,4,0,0
Свердловская область,72474,72151,71820,71479,71145,70820,70472,70120,69761,69399,69030,68662,68304,67918,67526,67136,66751,66359,65970,65592,65202,64807,64410,64018,63635,63261,62900,62516,62129,61744,61357,60973,60584,60192,59793,59389,58980,58582,58188,57782,57381,56977,56568,56162,55759,55341,54939,54539,54143,53740,53335,52933,52536,52141,51757,51360,50971,50570,50168,49776,49391,49009,48622,48233,47835,47445,47063,46693,46326,45945,45564,45174,44775,44384,43996,43612,43223,42838,42460,42088,41719,41361,41012,40671,40338,40011,39690,39376,39070,38776,38479,38188,37895,37613,37326,37049,36766,36487,36212,35934,35650,35360,35069,34782,34501,34225,33952,33684,33425,33170,32912,32663,32420,32193,31974,31761,31550,31342,31124,30915,30717,30526,30342,30163,29987,29812,29640,29475,29311,29154,29005,28862,28716,28575,28436,28299,28168,28043,27922,27799,27679,27554,27425,27299,27172,27048,26919,26788,26660,26527,26401,26286,26163,26038,25910,25791,25668,25547,25432,25315,25196,25076,24960,24839,24720,24598,24482,24355,24226,24105,23981,23842,23695,23546,23405,23255,23097,22943,22781,22614,22446,22267,22083,21905,21725,21542,21361,21179,20983,20784,20582,20372,20157,19934,19725,19473,19232,18981,18733,18484,18250,18023,17789,17544,17285,16984,16635,16372,16127,15909,15623,15343,15068,14792,14529,14303,14033,13767,13499,13272,13048,12792,12516,12302,12093,11877,11684,11492,11311,11129,10932,10725,10501,10247,10016,9789,9558,9325,9071,8826,8506,8194,7910,7668,7419,7179,6930,6679,6381,6024,5732,5449,5184,4923,4693,4425,4190,3983,3704,3614,3443,3308,3134,2999,2861,2731,2571,2466,2362,2298,2163,1952,1844,1705,1584,1429,1353,1277,1144,1091,1016,935,703,629,539,454,395,337,304,271,243,233,149,141,126,115,111,105,93,85,78,74,61,59,56,51,44,40,40,39,38,33,33,24,24,24,20,20
Севастополь,10293,10200,10108,10005,9904,9805,9704,9603,9500,9401,9303,9207,9105,9006,8905,8807,8710,8611,8516,8416,8321,8224,8130,8034,7939,7846,7753,7658,7560,7467,7375,7284,7194,7106,7017,6932,6849,6763,6678,6591,6509,6428,6343,6260,6175,6094,6011,5929,5846,5765,5682,5602,5526,5445,5366,5289,5211,5136,5063,4987,4913,4842,4769,4694,4623,4549,4477,4408,4346,4281,4218,4156,4098,4037,3980,3925,3867,3810,3751,3695,3636,3579,3525,3470,3412,3358,3306,3251,3190,3119,3046,2964,2883,2799,2718,2635,2557,2478,2397,2318,2238,2164,2099,2037,1976,1913,1856,1798,1743,1690,1640,1589,1542,1494,1452,1417,1385,1355,1321,1286,1253,1221,1191,1164,1135,1107,1084,1058,1033,1013,990,969,946,925,907,888,865,845,818,791,763,737,713,693,675,656,638,619,607,591,590,590,578,571,554,536,530,524,523,518,509,502,488,473,471,470,468,464,456,450,440,435,433,427,419,412,408,401,399,391,386,381,374,371,360,356,356,354,352,349,344,343,342,339,336,335,332,312,306,306,305,305,292,291,285,285,283,282,281,271,267,258,257,254,254,249,245,239,236,236,235,235,229,228,223,220,215,215,214,207,206,200,196,195,191,187,187,185,181,179,178,177,177,177,176,174,173,171,170,168,165,161,161,161,161,160,158,157,155,154,149,148,147,143,139,138,135,135,132,130,129,126,122,119,118,110,104,98,91,89,86,85,78,77,37,34,31,26,25,25,19,18,17,13,12,12,8,8,7,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0
Смоленская область,23432,23257,23080,22903,22723,22544,22362,22180,21997,21811,21625,21438,21251,21062,20874,20685,20496,20309,20128,19954,19782,19611,19436,19264,19097,18939,18783,18628,18474,18320,18165,18009,17851,17693,17534,17376,17215,17052,16890,16728,16567,16402,16239,16079,15921,15762,15605,15451,15298,15143,14987,14833,14680,14527,14375,14227,14076,13923,13774,13628,13481,13332,13182,13033,12886,12740,12596,12453,12312,12174,12040,11914,11786,11667,11553,11448,11318,11184,11048,10917,10793,10677,10570,10458,10348,10240,10129,10025,9924,9816,9707,9593,9478,9366,9256,9139,9024,8913,8804,8692,8578,8467,8359,8256,8157,8061,7963,7866,7778,7696,7617,7550,7479,7406,7334,7268,7208,7147,7082,7011,6947,6892,6845,6798,6764,6732,6697,6663,6634,6612,6595,6578,6554,6529,6510,6489,6469,6450,6438,6423,6408,6392,6378,6369,6358,6349,6337,6323,6310,6300,6287,6274,6268,6256,6239,6222,6202,6186,6176,6167,6157,6142,6123,6102,6085,6071,6061,6051,6033,6012,5992,5974,5962,5949,5932,5911,5892,5878,5864,5856,5847,5825,5806,5786,5767,5752,5736,5720,5705,5680,5656,5633,5609,5589,5571,5553,5534,5504,5485,5454,5427,5408,5381,5349,5306,5262,5212,5155,5108,5069,5028,4986,4944,4904,4865,4823,4782,4744,4702,4659,4619,4581,4544,4505,4463,4423,4380,4338,4293,4252,4208,4163,4110,4051,3988,3927,3868,3791,3712,3609,3539,3432,3300,3157,3035,2923,2828,2678,2536,2409,2299,2207,2119,2024,1933,1853,1769,1685,1603,1536,1471,1418,1357,1297,1246,1190,1146,1105,1044,1008,911,902,738,668,646,590,535,534,520,508,499,455,429,403,369,324,289,279,262,251,244,208,189,173,152,139,132,106,55,21,17,17,13,11,7,3,3,2,2,1,1,1,1,1,1,1,0,0
Ставропольский край,43849,43619,43393,43165,42936,42711,42484,42255,42022,41791,41557,41325,41090,40853,40612,40369,40131,39891,39655,39421,39186,38949,38709,38471,38230,37991,37748,37508,37266,37027,36786,36543,36303,36059,35813,35570,35325,35077,34833,34587,34345,34100,33861,33615,33372,33130,32886,32646,32407,32166,31923,31683,31445,31209,30970,30736,30500,30262,30027,29790,29557,29326,29097,28867,28639,28405,28173,27944,27714,27488,27259,27032,26807,26579,26357,26131,25907,25686,25463,25245,25029,24809,24592,24379,24164,23952,23737,23527,23319,23115,22904,22695,22494,22287,22079,21874,21671,21475,21277,21085,20890,20698,20508,20321,20136,19953,19778,19598,19421,19250,19076,18906,18731,18560,18393,18230,18065,17904,17748,17594,17443,17286,17131,16978,16827,16678,16528,16375,16226,16075,15927,15781,15637,15490,15345,15199,15057,14914,14769,14629,14487,14348,14208,14070,13933,13799,13663,13526,13391,13258,13129,13002,12878,12754,12628,12499,12367,12237,12110,11985,11857,11730,11606,11481,11361,11247,11124,10995,10869,10741,10609,10480,10345,10217,10085,9956,9829,9699,9594,9499,9388,9263,9136,8999,8895,8779,8658,8560,8449,8341,8223,8109,7999,7880,7770,7678,7569,7451,7320,7195,7099,6990,6889,6766,6625,6496,6394,6303,6239,6164,6054,5975,5892,5813,5728,5649,5569,5487,5391,5318,5225,5141,5063,4973,4875,4771,4695,4616,4541,4451,4349,4248,4155,4018,3928,3845,3759,3677,3594,3509,3425,3338,3253,3167,3079,2990,2903,2819,2733,2653,2568,2485,2404,2320,2238,2158,2086,2011,1932,1855,1781,1728,1659,1600,1530,1465,1367,1308,1248,1176,1125,1084,1050,1012,943,887,864,824,788,731,676,651,562,519,491,454,421,385,358,332,277,266,244,232,209,155,143,115,95,86,74,66,52,42,39,39,20,11,11,11,11,6,6,6,5,5,5,5
Тамбовская область,23420,23278,23136,22993,22848,22702,22551,22398,22244,22089,21933,21777,21622,21464,21305,21148,20990,20834,20679,20522,20362,20203,20045,19885,19726,19569,19412,19254,19094,18933,18770,18610,18452,18293,18131,17971,17810,17651,17493,17333,17176,17018,16863,16707,16553,16402,16249,16097,15947,15798,15651,15506,15362,15219,15078,14938,14799,14661,14524,14387,14251,14116,13982,13849,13718,13588,13459,13332,13206,13080,12955,12832,12710,12589,12468,12348,12229,12111,11994,11877,11761,11645,11530,11416,11302,11189,11077,10967,10858,10750,10643,10538,10435,10333,10233,10134,10036,9940,9845,9752,9660,9570,9483,9398,9316,9236,9158,9082,9006,8911,8843,8771,8701,8632,8564,8497,8432,8368,8305,8243,8182,8124,8069,8016,7964,7914,7865,7817,7771,7726,7683,7641,7599,7558,7518,7478,7439,7400,7362,7324,7288,7252,7217,7184,7153,7124,7095,7067,7039,7012,6985,6958,6931,6905,6879,6853,6827,6801,6776,6751,6726,6701,6678,6655,6633,6610,6587,6565,6543,6521,6499,6477,6455,6432,6408,6384,6360,6336,6311,6286,6261,6236,6210,6184,6157,6130,6103,6075,6047,6019,5990,5959,5926,5878,5842,5805,5766,5728,5689,5649,5607,5566,5524,5484,5443,5401,5361,5320,5280,5239,5199,5157,5114,5073,5030,4988,4944,4901,4859,4816,4772,4727,4681,4637,4592,4548,4503,4457,4413,4368,4318,4265,4210,4152,4088,4026,3962,3897,3834,3770,3704,3636,3569,3504,3439,3371,3307,3242,3175,3110,3047,2983,2916,2845,2772,2699,2622,2547,2475,2400,2321,2238,2154,2069,1984,1902,1819,1737,1654,1568,1483,1403,1312,1221,1131,1046,971,909,842,789,729,675,612,537,493,460,399,343,298,263,240,222,209,187,165,133,133,83,83,48,48,33,33,21,21,15,15,7,7,6,6,6,3,3,3,3,3,3
Тверская область,30203,30018,29831,29642,29454,29263,29070,28873,28675,28477,28278,28076,27870,27662,27451,27239,27022,26802,26580,26357,26134,25910,25684,25459,25229,25001,24775,24550,24326,24100,23872,23645,23416,23190,22962,22733,22503,22269,22033,21794,21557,21320,21082,20843,20607,20370,20135,19902,19668,19432,19195,18962,18727,18495,18264,18032,17798,17565,17335,17108,16888,16667,16446,16223,16001,15781,15568,15357,15148,14938,14727,14518,14314,14113,13914,13716,13522,13326,13134,12947,12758,12573,12387,12199,12012,11826,11639,11454,11271,11086,10905,10723,10547,10376,10207,10045,9887,9731,9574,9422,9276,9134,8997,8860,8722,8583,8453,8331,8211,8097,7988,7878,7765,7654,7548,7444,7347,7248,7150,7051,6958,6872,6791,6720,6653,6585,6518,6449,6385,6324,6271,6218,6166,6117,6071,6034,5999,5964,5930,5895,5862,5832,5804,5780,5755,5729,5704,5680,5656,5635,5612,5592,5569,5547,5524,5500,5477,5455,5432,5407,5383,5357,5333,5308,5284,5259,5236,5213,5188,5164,5140,5114,5090,5064,5039,5014,4988,4959,4931,4901,4874,4846,4818,4791,4763,4737,4710,4683,4655,4626,4597,4567,4534,4505,4478,4451,4423,4393,4366,4338,4312,4288,4263,4237,4211,4183,4153,4124,4095,4064,4033,4001,3971,3941,3909,3873,3835,3795,3753,3712,3668,3622,3574,3524,3471,3419,3364,3311,3256,3197,3134,3068,3001,2934,2869,2800,2728,2650,2569,2488,2397,2314,2231,2147,2055,1962,1875,1804,1731,1695,1650,1604,1560,1517,1476,1424,1378,1363,1310,1273,1242,1203,1164,1131,1112,1085,1059,1006,962,942,932,898,867,822,784,769,753,709,680,661,610,564,535,518,507,498,464,441,412,383,356,329,296,270,237,188,151,117,75,75,31,31,24,19,12,8,8,6,6,6,5,5,4,4,3,3,3,3
Томская область,28777,28690,28599,28512,28421,28322,28234,28143,28050,27947,27832,27730,27632,27529,27419,27304,27199,27080,26968,26849,26734,26617,26496,26377,26254,26127,25992,25865,25736,25611,25480,25343,25211,25071,24922,24763,24600,24418,24237,24048,23855,23674,23490,23294,23109,22925,22736,22544,22360,22177,21984,21797,21612,21422,21227,21040,20851,20648,20449,20254,20057,19850,19653,19443,19238,19045,18846,18641,18443,18250,18053,17857,17659,17454,17255,17057,16862,16659,16460,16251,16050,15839,15634,15421,15211,14998,14777,14565,14371,14156,13949,13740,13536,13337,13144,12943,12756,12567,12371,12180,11977,11765,11569,11379,11195,11008,10818,10634,10454,10283,10109,9934,9755,9582,9402,9232,9057,8892,8741,8593,8454,8323,8213,8103,7982,7876,7768,7670,7579,7490,7401,7320,7249,7174,7098,7025,6960,6895,6834,6775,6713,6645,6583,6530,6479,6421,6369,6319,6264,6203,6147,6094,6039,5994,5942,5890,5839,5795,5748,5706,5596,5536,5494,5452,5409,5371,5331,5287,5242,5191,5150,5110,5068,5024,4979,4936,4885,4840,4792,4738,4682,4626,4576,4525,4471,4411,4358,4310,4261,4210,4150,4091,4040,3979,3926,3872,3821,3766,3717,3661,3608,3493,3435,3375,3314,3262,3173,3112,3041,2974,2915,2846,2771,2717,2661,2608,2557,2480,2417,2364,2307,2254,2197,2144,2089,2031,1968,1909,1846,1785,1725,1667,1598,1515,1426,1370,1314,1268,1215,1167,1116,1066,1018,971,922,868,832,797,765,739,716,688,667,645,622,595,564,536,507,479,450,429,409,397,381,363,343,329,320,311,294,279,210,191,176,162,160,147,128,119,102,97,89,87,81,76,67,66,59,52,43,37,33,29,24,21,21,15,15,8,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2
